2025-04-07T04:49:04.845761774+00:00,76849
2025-04-07T04:49:15.093931172+00:00,76924
2025-04-07T04:49:25.318820287+00:00,76924
2025-04-07T04:50:26.651718951+00:00,76914
2025-04-07T04:50:36.881302522+00:00,76914
2025-04-07T04:51:48.423171050+00:00,76731
2025-04-07T04:51:58.737508373+00:00,76731
2025-04-07T04:52:08.981623124+00:00,76731
2025-04-07T04:52:19.221576141+00:00,76698
2025-04-07T04:53:20.783287718+00:00,76642
2025-04-07T04:53:31.028558775+00:00,76642
2025-04-07T04:53:41.259297631+00:00,76642
2025-04-07T04:54:42.533026738+00:00,76690
2025-04-07T04:54:52.851821452+00:00,76690
2025-04-07T04:55:03.090738357+00:00,76690
2025-04-07T04:56:14.592876209+00:00,76795
2025-04-07T04:56:24.822930467+00:00,76806
2025-04-07T04:56:35.154649183+00:00,76806
2025-04-07T04:57:36.458606794+00:00,76819
2025-04-07T04:57:46.709387419+00:00,76819
2025-04-07T05:08:33.837828541+00:00,76688
2025-04-07T05:08:44.030464451+00:00,76688
2025-04-07T05:08:54.223725547+00:00,76688
2025-04-07T05:09:04.418207271+00:00,76688
2025-04-11T20:56:29.427749907+00:00,83879
2025-04-11T20:56:39.675405866+00:00,83879
2025-04-11T20:56:49.974740996+00:00,83879
2025-04-11T20:57:00.174577476+00:00,83879
2025-04-11T20:57:10.408426321+00:00,83879
2025-04-11T20:57:20.598796732+00:00,83879
2025-04-11T20:57:30.832756223+00:00,83878
2025-04-11T20:57:41.025878080+00:00,83878
